
'Kaguya-sama wa Kokurasetai: Ultra Romantic', '8.95', 'A-1 Pictures', 'Manga', 'Seinen', 'Comedy', 'Psychological', 'Romantic Subtext', 'School', 'Seinen', 'Kohara, Konomi', 'Koga, Aoi', 'Suzuki, Ryouta', 'Tomita, Miyu', 'Furukawa, Makoto', 'Hanamori, Yumiri', 'Suzushiro, Sayumi', 'Koyasu, Takehito', 'Aoyama, Yutaka', 'Ichinose, Kana'
'Spy x Family', '9.09', 'Wit Studio', 'CloverWorks', 'Manga', 'Shounen', 'Action', 'Comedy', 'Childcare', 'Shounen', 'Tanezaki, Atsumi', 'Hayami, Saori', 'Eguchi, Takuya', 'Ono, Kensho', 'Yoshino, Hiroyuki', 'Yamaji, Kazuhiro', 'Kaida, Yuuko'
'Paripi Koumei', '8.39', 'P.A. Works', 'Manga', 'Music', 'Reincarnation', 'Hondo, Kaede', 'Okiayu, Ryoutarou', 'Fukushima, Jun', 'Chiba, Shouya', 'Yamamura, Hibiku', 'Kobayashi, Yuu'
